"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"543","Defra","RPA",2013-02-22,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40770",53400.56,"Workington expenditure quarterly in arrears 01/10/12-31/12/12 ","B4 6AJ","","64261","","ADMIN",""
"544","Defra","RPA",2013-02-22,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40804",31418.7,"Newmarket expenditure quarterly in arrears 01/10/12 - 31/12/12 ","B4 6AJ","","64261","","ADMIN",""
"545","Defra","RPA",2013-02-25,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40797",391150.62,"Reading expenditure quarterly in arrears 01/10/12-31/12/12","B4 6AJ","","64261","","ADMIN",""
"546","Defra","RPA",2013-02-25,"Defra Estates -Depreciation/Establishment and Service Charges","Sustainable Workplace Management","DTZ","40799",232870.35,"Newcastle expenditure quarterly in arrears 01/10/12-31/12/12 ","B4 6AJ","","64261","","ADMIN",""
"547","Defra","RPA",2013-02-19,"Supplier Contractors ","Programmes & Projects","ERNST & YOUNG.","GB10300008358",375235.2,"Single Payment Scheme - Cleansed Data and Entitlements Project","SE1 7EU","","64650","SIP12000","ADMIN",""
"548","Defra","RPA",2013-02-28,"Supplier Contractors ","Programmes & Projects","ERNST & YOUNG.","GB10300008985",103195.2,"Extension  to Customer Register Master Data Management (MDM) from 5th November - 31st December","SE1 7EU","","64966","SIP02000","ADMIN",""
"549","Defra","RPA",2013-02-04,"IT Outsourced Services","Service Management","IBM","5801131116",766900.95,"IBM Baseline charges - January","B4 6AJ","","64860","IBMBS000","ADMIN",""
"550","Defra","RPA",2013-02-12,"IT Outsourced Services","Service Management","IBM","5801131410",70080,"e-Movements Sheep, Goats and Pigs Electronic Interface","B4 6AJ","","64423","PPX08700","ADMIN",""
"551","Defra","RPA",2013-02-13,"IT Outsourced Services","Service Management","IBM","5802130069",766061.89,"IBM Baseline charges - February","B4 6AJ","","64860","IBMBS000","ADMIN",""
"552","Defra","RPA",2013-02-13,"Supplier Contractors","Geographic Information Services","Infotech Enterprises Europe","960000389",101692.8,"Rural Land Register (RLR Digitisation) - Land Change Detection (LCD) - Phase 1b for November","WC1A 6RL","SME","64591","SIPRLR02","ADMIN",""
"553","Defra","RPA",2013-02-21,"Supplier Contractors","Geographic Information Services","Infotech Enterprises Europe","960000454",90919.31,"Renewal of Infotech Maintain Accuracy of Rural Land Register (RLR), 1st December 2012 to 30th November 2013.","WC1A 6RL","SME","64916","","ADMIN",""
"554","Defra","RPA",2013-02-13,"Travel (UK)","UK Co-ordinating Body","National Audit Office","4338",470400,"Certification of 2012 Annual Accounts by the National Audit Office","SW1W 9SP","","64824","","ADMIN",""
"555","Defra","RPA",2013-02-21,"Supplier Contractors ","Programmes & Projects","PINSENT MASONS","486500",42791.25,"Future Options Programme (FOP) (Common Agricultural Policy) - Services of Pinsent Masons for September - October 2012 including any expenses claimed.","EC1R 0ER","","64939","FOP01000","ADMIN",""
"556","Defra","RPA",2013-02-12,"Supplier Contractors ","Programmes & Projects","PRICE WATERHOUSE COOPERS","1353913947",480000,"Support to Future Options Programme (FOP) (Common Agricultural Policy) - Pre Procurement Phase 1st October 2012 to 31st January 2013"," E14 9SQ","","64821","FOP01000","ADMIN",""
"557","Defra","RPA",2013-02-12,"Supplier Contractors ","Programmes & Projects","PRICE WATERHOUSE COOPERS","1353930114",240000,"Support to Future Options Programme (FOP) (Common Agricultural Policy) - Pre Procurement Phase 1st October 2012 to 31st January 2013"," E14 9SQ","","64821","FOP01000","ADMIN",""
"558","Defra","RPA",2013-02-26,"Travel","All","Redfern Travel","051420",109345.74,"Travel Costs for January","BD1 3AE","SME","","","ADMIN",""
"559","Defra","RPA",2013-02-08,"SSD Recharge-Legal","Legal recharges","THE TREASURY SOLICITOR (TSol)","A1708",83469.96,"Legal Service for the period  01/01/2013  to 31/03/2013 ","WC2B 4TS","","64689","","ADMIN",""
"560","Defra","RPA",2013-02-11,"SSD Recharge-Legal","Legal recharges","THE TREASURY SOLICITOR (TSol)","A1707",163870.74,"Advisory Legal Services - 01/01/2013  to 31/03/2013","WC2B 4TS","","64689","","ADMIN",""
"561","Defra","RPA",2013-02-22,"IT Licences","Service Management","TIBCO SOFTWARE INC","6027971",162564.51,"Annual Maintenance Renewal, year ended 23 February 2014 ","SL6 1DA","","64896","OFFS0250","ADMIN",""
"562","Defra","RPA",2013-02-11,"Telecoms","Service Management","VODAFONE LTD (CORPORATE)","601208731/65163538",31384.81,"Vodafone Blackberries Annual Calls and Rental 2012/2013","RG14 5FF","","64193","BBMOB000 & VODA0000 ","ADMIN",""
"563","Defra","EA",2013-02-01,"Clinical and Medical","NLS Capital WiP","Agilent Technologies UK Ltd","1148011",28628.11,"Asset replacement of ten gas chromatogrpahy mass spectrometer systems","E14 1HH","","","NL00000063","Administration",""
"564","Defra","EA",2013-02-12,"Clinical and Medical","HO Capital WiP","Don Whitley Scientific Ltd","1150711",43305.6,"Laboratory equipment (Masterclave 09 Media Preparator with chart recorder)","BD17 7SE","","","NL00000070","Administration",""
"565","Defra","EA",2013-02-01,"Clinical and Medical","NLS Operations Starcross","Metlab Supplies Ltd","1142531",26223.13,"Supply of Laboratory Chemicals and Consumables December 2012","CH5 2QP","","30198780","","Administration",""
"566","Defra","EA",2013-02-01,"Clinical and Medical","NLS Operations Starcross","Metlab Supplies Ltd","1142529",28674.71,"Supply of Laboratory Chemicals and Consumables Jan - Feb 2013","CH5 2QP","","30198780","","Administration",""
"567","Defra","EA",2013-02-01,"Construction","SE Capital WiP","Jackson Civil Engineering Ltd","1146371",48538.25,"Abingdon Chamber Lock Refurbishment","IP1 5LT","","30142731","IMTH001555","Project",""
"568","Defra","EA",2013-02-05,"Construction","NE Capital WiP","Galliford Try Infrastructure Ltd","1148790",49180.84,"Adwick Gauging weir fish pass works","LE10 3JF","","30142734","IMNE960003","Project",""
"569","Defra","EA",2013-02-05,"Construction","AN Central-Ops Delivery","Atkins Ltd","1147836",27600,"Anglian Region Central Area Detailed Asset Inspections 12-13","KT18 5BW","","30072266","REAN001518","Project",""
"570","Defra","EA",2013-02-12,"Construction","SE Capital WiP","Haskoning UK Ltd","1149674",30322.99,"Arun & Rother Implementation Study ","PE3 8DW","","30071934","IMSE100013","Project",""
"571","Defra","EA",2013-02-21,"Construction","NE Capital WiP","Interserve Construction Ltd","1155195",173742.88,"Asset remediation assessments on the Fishlake scheme at Stainforth ","TQ14 0HP","","30142730","IMNE000773","Project",""
"572","Defra","EA",2013-02-25,"Construction","NE Capital WiP","Volkerstevin Ltd","1156438",81422.05,"Barnard Castle Weir Works","EN11 9BX","","30142737","IMNE000092","Project",""
"573","Defra","EA",2013-02-01,"Construction","SE Capital WiP","Birse Civils Ltd","1129311",52322.05,"Battle Bourne Embankment Flood Alleviation Scheme ","DN18 5BW","","30142670","IMSE500056","Project",""
"574","Defra","EA",2013-02-01,"Construction","NW Capital WiP","Volkerstevin Ltd","1147893",37224,"Bedford pumping station works","EN11 9BX","","30142737","IMNW000745","Project",""
"575","Defra","EA",2013-02-12,"Construction","SE Capital WiP","Galliford Try Infrastructure Ltd","1147501",97982.63,"Beverley Brook flood alleviation works","LE10 3JF","","30142734","IMTH001445","Project",""
"576","Defra","EA",2013-02-12,"Construction","AN Capital WiP | Asset Management Manager","Halcrow Group Ltd","1139831",30378.71,"Black Sluice Catchment Works","SN4 0QD","","30071913","IMAN002364 | FCPAM00005B06","Project",""
"577","Defra","EA",2013-02-05,"Construction","NW Capital WiP","Cheetham Hill Construction Ltd","1148768",29530.66,"Bradford Road debris screen fabrication and installation ","BL8 1AR","","30239782","IMNW000345","Project",""
"578","Defra","EA",2013-02-19,"Construction","SE West Thames - AEM East","Land & Water Services Ltd","1153456",69635.52,"Bray Fish Pass works","GU5 9AF","","30357321","RESE000132","Project",""
"579","Defra","EA",2013-02-01,"Construction","SE West Thames - AEM East","Land & Water Services Ltd","1148005",49322.66,"Bray Wick Fish Pass application No. 2 - river restoration work","GU5 9AF","","30357321","RESE000132","Project",""
"580","Defra","EA",2013-02-05,"Construction","SE West Thames - Ops Delivery","Halcrow Group Ltd","1148080",53468.1,"CCTV surveys 12/13","SN4 0QD","","30071913","","Project",""
"581","Defra","EA",2013-02-19,"Construction","AN Capital WiP","Jackson Civil Engineering Ltd","1154224",131746.7,"Chelmer Village Flood Alleviation Scheme","IP1 5LT","","30142731","IMAN001326","Project",""
"582","Defra","EA",2013-02-12,"Construction","AN Capital WiP","Haskoning UK Ltd","1149598",43110.53,"Chelmsford Flood Alleviation Scheme Planning & Detailed Design","PE3 8DW","","30071934","IMAN001326","Project",""
"583","Defra","EA",2013-02-14,"Construction","SE Capital WiP","Barhale Construction Plc","1152249",44352.2,"Churn Local Improvement Project works Phase 1 ","WS1 4NN","","30343167","IMTH001238","Project",""
"584","Defra","EA",2013-02-14,"Construction","SE Capital WiP","Barhale Construction Plc","1152252",79510.87,"Churn Local Improvement Project works Phase 2","WS1 4NN","","30343167","IMTH001238","Project",""
"585","Defra","EA",2013-02-19,"Construction","SE Capital WiP","Jackson Civil Engineering Ltd","1154220",192620.53,"Construction works at Paddle & Rymers Weirs, Goring Rushey & Streatley Weir","IP1 5LT","","30142731","IMSE100073","Project",""
"586","Defra","EA",2013-02-25,"Construction","NE Capital WiP","Birse Civils Ltd","1156838",47649.52,"Construction works, Water End flood alleviation scheme.","DN18 5BW","","30142670","IMNE000775","Project",""
"587","Defra","EA",2013-02-12,"Construction","NE Capital WiP","Volkerstevin Ltd","1149372",141977.24,"Culvert works North East","EN11 9BX","","30142737","IMNE000197","Project",""
"588","Defra","EA",2013-02-01,"Construction","SE Capital WiP","Volkerstevin Ltd","1147328",94159.76,"Dartford creek Barrier Security Works","EN11 9BX","","30142737","IMSE500048","Project",""
"589","Defra","EA",2013-02-19,"Construction","MI SEP Manager","Birch Brothers Kidderminster Ltd","1153881",103671.6,"Dawley Brook Deculvert Project","DY13 9QB","","30224314","REMI001633","Project",""
"590","Defra","EA",2013-02-01,"Construction","NW Capital WiP","Cheetham Hill Construction Ltd","1148089",48430.63,"Debris screen replacement at Follyclough Brook Crawshawbooth","BL8 1AR","","30239782","IMNW000345","Project",""
"591","Defra","EA",2013-02-12,"Construction","AN Northern-Ops Delivery","Atkins Ltd","1151156",42000,"Detailed asset inspections - Northern Area","KT18 5BW","","30072266","REAN001206","Project",""
"592","Defra","EA",2013-02-25,"Construction","NW Ambition Project Manager","Barhale Construction Plc","1156436",74704.44,"Disley Fish Pass works","WS1 4NN","","30238849","RENW001937","Project",""
"593","Defra","EA",2013-02-14,"Construction","NE Capital WiP","Birse Civils Ltd","1153387",78911.93,"Donna Nook Flood Alleviation Scheme","DN18 5BW","","30142670","IMNE000738","Project",""
"594","Defra","EA",2013-02-19,"Construction","AN Capital WiP","BAM Nuttall Ltd","1154087",107383.13,"Dunwich River Realignment","GU15 3XW","","30231632","IMAN001025","Project",""
"595","Defra","EA",2013-02-19,"Construction","NW Capital WiP","Cheetham Hill Construction Ltd","1154310",25569.56,"Fabrication and installation of debris screen including access and safety hand rails ","BL8 1AR","","30239782","IMNW000345","Project",""
"596","Defra","EA",2013-02-05,"Construction","MI Capital WiP","Galliford Try Infrastructure Ltd","1149038",70336.33,"Fabrication of fish pass at Stoneleigh and Roddington and eel pass at Water Orton","LE10 3JF","","30142734","IMMI001259","Project",""
"597","Defra","EA",2013-02-12,"Construction","WA Capital WiP","Galliford Try Infrastructure Ltd","1151924",63257.12,"Fairbourne Flood risk management scheme - work measured to 31st January 2013","LE10 3JF","","40015270","IMWA000671","Project",""
"598","Defra","EA",2013-02-01,"Construction","NE North East Area FCERM | NE North East Area Ops Delivery","Middlesbrough Council","1145174",32200.2,"Frequent maintenance and reactive maintenance of Middlesbrough Becks - emergency flooding works ","TS1 1LY","","","NRNE640023","Project",""
"599","Defra","EA",2013-02-19,"Construction","National Estates Manager","Gregory Havant Ltd","1153872",88627.52,"General building/maintenance work at Rye Cottages Sussex  ","PO9 2JQ","","","HOES000200","Project",""
"600","Defra","EA",2013-02-05,"Construction","AN Capital WiP","Atkins Ltd","1147875",25589.26,"Godmanchester Flood Defence Improvement Scheme","KT18 5BW","","30072266","IMAN000624","Project",""
"601","Defra","EA",2013-02-21,"Construction","AN Capital WiP","Jackson Civil Engineering Ltd","1155520",407932.46,"Godmanchester Flood Risk Management Scheme ","IP1 5LT","","30142731","IMAN000624","Project",""
"602","Defra","EA",2013-02-25,"Construction","NE Capital WiP","Birse Civils Ltd","1156538",141322.81,"Greatham Managed Realignment construction to comply with Habitat Regulations","DN18 5BW","","30204735","IMNE000823","Project",""
"603","Defra","EA",2013-02-05,"Construction","AN Capital WiP","Halcrow Group Ltd","1147795",64457.92,"Grimsby Docks appraisal, costing, environmental assessment, consultation and design ","SN4 0QD","","30071913","IMAN002005","Project",""
"604","Defra","EA",2013-02-14,"Construction","SE Capital WiP","Galliford Try Infrastructure Ltd","1150554",460467.01,"Haydon Wick Brook Flood Alleviation Scheme","LE10 3JF","","30142734","IMTH001574","Project",""
"605","Defra","EA",2013-02-12,"Construction","WA Capital WiP","Alun Griffiths Contractors Ltd","1152530",48720,"Higher Ferry Defence Improvements - certified valuation No. 1","NP7 5AA","","40018007","IMWA000972","Project",""
"606","Defra","EA",2013-02-12,"Construction","SE Capital WiP","Coblands Landscapes Ltd","1144413",31960.91,"Hollington School suds pilot retrofit","TN3 9JN","","","IMSO001247","Project",""
"607","Defra","EA",2013-02-07,"Construction","NE Capital WiP","Qualter Hall & Co Ltd","1149994",36523.2,"Hull Tidal surge barrier refurbishment","S75 2BY","","","IMNE000796","Project",""
"608","Defra","EA",2013-02-05,"Construction","SE Capital WiP","Atkins Ltd","1148226",38016,"Itchen River Restoration works","KT18 5BW","","30072266","IMSO001028","Project",""
"609","Defra","EA",2013-02-05,"Construction","SE Capital WiP","Amco Engineering","1144789",127724.63,"Itchen Water Level Management Plan Phase 3A","S75 1HT","","30343165","IMSO000767","Project",""
