CODICE_MUSEO,CODICE_SEDE,PROVINCIA_SEDE,COMUNE_SEDE,DENOMINAZIONE_MUSEO,DENOMINAZIONE_SEDE,INDIRIZZO_SEDE,FRAZIONE_SEDE,CAP_SEDE,TELEFONO_SEDE,FAX_SEDE,EMAIL_SEDE,SITO_WEB_SEDE,SITO_WEB_SEDE_1,NOTE_SEDE,TIPO_RICONOSCIMENTO,TIPOLOGIA_MUSEO,TIPOLOGIA_ENTE_PROPRIETARIO,APERTURA_SEDE,TIPO_CHIUSURA,MOTIVAZIONE_CHIUSURA_TEMPO_DET,NOTE_APERTURA,DESCRIZIONE_ORARI_APERTURA,CHIUSURA_SETTIMANALE,NOTE_ORARI_APERTURA,PARCHEGGI_VICINI,PARCHEGGI_PERS_DISABILITA,BIGLIETTERIA,GUARDAROBA,AREA_ACCOGLIENZA,BOOKSHOP,CAFFETTERIA,AREA_ASSISTENZA_INFANZIA,NOTE_SPAZI_SERVIZIO_PUBBLICO,LABORATORIO_FOTOGRAFICO,LABORATORIO_RESTAURO,LABORATORIO_PREPARAZIONE,LABORATORIO_ANALISI,NOTE_LABORATORI,SERVIZI_IGIENICI,SERV_IG_PERS_DISABILITA,DOTAZ_INFORMATICHE_STUDIO,DOTAZ_INFORMATICHE_AREE_ESP,TIPO_ACCESSO_PERS_DISABILITA,GRATUITO_PAGAMENTO,GIORNO_INGRESSO_GRATIS,PREZZO_INTERO_EURO,PREZZO_RIDOTTO_EURO,PREZZO_GRUPPI_EURO,PREZZO_SCUOLE_EURO,PREZZO_ALTRO_EURO,BIGLIETTO_CUMULATIVO,FIDELIZZAZIONE,ABBONAMENTO,NOTE_MODALITA_ACCESSO,ANNO_RIF_VISITATORI,TOTALE_VISITATORI,SINGOLI,UNDER_18_OVER_65,GRUPPI_SCOLASTICI,GRUPPI_ORGANIZZATI,NOTE_AFFLUENZA_PUBBLICO,STORICO_VISITATORI,DOTATO_CARTA_SERVIZI,SERVIZIO_EDUCATIVO,BIBLIOTECA,FOTOTECA,ARCHIVIO,DEPOSITI_CONSULTABILI,ALTRO,NOTE_SERVIZI_UTENTI,DISP_SERVIZI_ONLINE,PRENOTAZIONE_ONLINE,ACQUISTI_ONLINE,CONSULTAZIONE_ARCHIVI_ONLINE,NOTE_SERVIZI_ONLINE,WGS84_X,WGS84_Y,LOCATION
2364,2611,BS,TIGNALE,MUSEO DEL PARCO ALTO GARDA BRESCIANO - CENTRO VISITATORI,Ecomuseo Limonaia Pra' dela Fam,località Pra' dela Fam,,25080,036571449,036572585,info@parcoaltogarda.eu,http://www.cm-parcoaltogarda.bs.it,,,Museo,Territoriale,ENTE PUBBLICO,SI,,,,"Dal 25 Aprile al 27 Ottobre 
Tutti i giorni dalle 10.00 alle 17.00",,,SI,SI,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,NO,NO,NO,ACCESSO PARZIALE,A PAGAMENTO,"Durante particolari eventi quali convegni, manifestazioni culturali",5,4,4,3,3,NO,NO,NO,"Il biglietto al costo di€ 3,00 si applica ai possessori di Riviera Card e Promotion Card. E'possibile acquistare dei biglietti voucher presso l'ufficio informazioni di Tignale",2019,512,344,,,,,(2019:512)|(2018:949)|(2017:740)|(2016:1108)|(2015:2492),SI,SI,SI,NO,NO,NO,SI,"Il percorso museale si completa con un percorso circolare esterno in cui ERSAF ha realizzato l'Osservatorio Naturalistico della biodiversità, visitabile a tutti e dove è possibile condurre osservazioni e raccogliere dati che vengono poi rielaborati nei laboratori didattici organizzati dal Museo. Inoltre nel 2014 è stato realizzato un percorso avventura denominato Flying frogs che integra i percorsi didattici con momenti ludici e offre ai visitatori la possibilità di prolungare la visita al Museo e alle strutture ad esso connesse.",SI,SI,NO,NO,"Possibilità di prenotare via e_mail.
Nel portale del Parco è presente una sezione dedicata al Museo del Parco Alto Garda Bresciano - Centro Visitatori  con tutte le informazioni necessarie e i moduli per la prenotazione.",10.721672,45.739735,"(45.739735, 10.721672)"
341,523,MN,VIADANA,MUSEO CIVICO ANTONIO PARAZZI,Museo Civico 'Antonio Parazzi',"Via Manzoni, 2",,46019,0375 820928,0375/82854,m.adinolfi@comune.viadana.mn.it,http://www.comune.viadana.mn.it,,,Museo,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"I  depositi del Museo sono ispezionabili come da prescrizioni della Soprintendenza sotto sorveglianza del Conservatore Archeologo  che 
  ha terminato il riordino dei magazzini rendendo possibile la fruizione del materiale ivi conservato agli studiosi.","Martedi  9,00-12,00 
Giovedi  9,00-12,00 
Venerdi  9,00-12,00 / 15,30-19,00 sabato  9,00-12,00 / 15,30-19,00 
Domenica 9,00-12,00 / 15,50-19,00",,"A richiesta anche nei giorni/orario chiusura , previa disponibilità del personale operatore, si effettuano visite guidate.",SI,SI,SI,SI,SI,SI,SI,NO,Questo servizio è in condivisione con la Biblioteca e Ludoteca ospitate presso il Mu.Vi.,SI,NO,SI,NO,Il laboratorio di didattica è contestualmente laboratorio ambientale con seprazione delle rispettive attrezzature  e supporti .,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,SI,NO,,2019,1775,491,,1078,206,Nei visitatori singoli sono compresi gli ingressi registrati per eventi. Con l'ingresso gratuito per tutti non è rilevabile il dato degli under 18 e over 60.,(2019:1775)|(2018:2911)|(2017:3398)|(2016:1856)|(2015:820),NO,SI,SI,SI,SI,SI,NO,"I servizi educativi con una ampia offerta di laboratori didattici sono consolidati da tempo e offrono una gamma piuttosto ampia di percorsi per ogni grado di scuola (Infanzia/Primaria/Secondaria I° grado/Secondaria II° grado).
Tali esperienze, negli ultimi anni, hanno costituito parte integrante dell'offerta formativa dell'Ente figurando nel Piano per il Diritto allo Studio.
I fruitori principali di tali attività, che si svolgono in parte presso il Museo e in parte a Scuola, sono gli Istituti scolastici del territorio anche se recentemente si registra una richiesta da parte delle scuole dei territori limitrofi.",SI,SI,NO,SI,"Tale servizio è al momento limitato esclusivamente alla consultazione di alcuni Fondi.
E' in fase operativa l'informatizzazione del materiale contestualmente alla definizione ed inserimento dei contenuti sui supporti multimediali touch-screen di recente collocazione nelle Sale del Museo.",10.5203094,44.9264328,"(44.9264328, 10.5203094)"
2063,2105,BG,GANDINO,MUSEO DELLA BASILICA,Palazzo del Vicario,"Piazza Emancipazione, 13",,24024,035 745425,035 745425,segreteria.museo@gmail.com,http://www.museobasilica.com,,,Raccolta Museale,Arte,ENTE ECCLESIASTICO,SI,,,,"sabato 14.00 -19.00
domenica e festivi 14.00 - 19.00",,"Il museo è diviso in 3 sezioni: arte sacra(in edificio attiguo), presepi e tessile (in questo edificio). Da mar. a ott. è possibile accedere alla sezione di arte sacra e, su richiesta alle altre 2 sezioni. Da Nov. a Feb. è invece possibile accedere alle sezioni presepi e tessile e, su richiesta, a quella di arte sacra. Presentandosi alla biglietteria aperta è possibile visitare anche le sezioni con biglietteria chiusa.
Il Museo è spesso aperto su prenotazione anche nei giorni feriali. L'afflusso irregolare di visitatori e scolaresche non consente di concentrarli all'interno di aperture sempre prestabilite.",SI,SI,SI,NO,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,NO,SI,NO,ACCESSO ASSENTE,A PAGAMENTO,,5,3,,3,,NO,SI,NO,"Il museo è gratuito per i minorenni accompagnati eccetto scolaresche.
In collaborazione con la Rete dei musei della diocesi di bergamo è attiva la Carta Porte Aperte (biglietto cumulativo).",2019,2989,1853,,321,815,,(2019:2989)|(2018:2072)|(2017:2558)|(2016:6055)|(2015:6308),NO,SI,SI,SI,SI,NO,SI,"tali servizi sono erogati in due stabili ubicati in prossimità delle sedi dei musei: Centro Pastorale in Via Bettera, 14 e via Loverini.",NO,NO,NO,NO,"E' comunque possibile una visita virtuale on -line al museo e il reperimento di tutte le informazioni relative al museo sul sito www.gandino.it/museobasilica
E' possibile inoltre prenotare la propria visita via e-mail.",9.8959724,45.8169881,"(45.8169881, 9.8959724)"
2587,3091,MI,MILANO,MUSEO DEL NOVECENTO,Museo del Novecento,via marconi 1,,20121,0288444061,,,http://www.museodelnovecento.org/it/,,,Museo,Arte,ENTE PUBBLICO,SI,,,,"lun 14.30/ 19.30
mar mer ven 9.30/ 19.30
gio sab 9.30/ 22.30",lunedì mattina,,NO,NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,5,3,,,,SI,SI,,"gratuito: ragazzi sotto i 25 anni, membri dell'ICOM, guide e interpreti turistici, accompagnatori di gruppi (con licenza valida), portatori di handicap, possessori della CardOttoNoveCento",2019,266210,,,,,,(2019:266210)|(2018:262114)|(2017:244345)|(2016:228806)|(2015:0),SI,SI,SI,SI,SI,SI,NO,,SI,SI,NO,NO,,9.18998585,45.46347633,"(45.46347633, 9.18998585)"
1821,1902,MN,REVERE,MUSEO DEL PO,Museo del Po,"Piazza Castello, 12",,46036,0386 46001,0386 467274,info@comune.revere.mn.it,http://www.comune.revere.mn.it,,,Museo,Territoriale,ENTE PUBBLICO,SI,,,"Il Museo è aperto dal martedì alla domenica nei seguenti orari: 
ORARIO ESTIVO dalle ore 10,00 alle ore 12,30 e dalle ore 16,00 alle ore 19,00.
ORARIO INVERNALE dalle ore 10,00 alle ore 12,30 e dalle ore 15,00 alle ore 18,00
LUNEDI' CHIUSO","l Museo è aperto dal martedì alla domenica nei seguenti orari: 
ORARIO ESTIVO dalle ore 10,00 alle ore 12,30 e dalle ore 16,00 alle ore 19,00.
ORARIO INVERNALE dalle ore 10,00 alle ore 12,30 e dalle ore 15,00 alle ore 18,00.",LUNEDI',,SI,SI,SI,SI,SI,SI,NO,NO,"Il progetto museologico-museografico prevede spazi per il pubblico: book-shop, guardaroba.",NO,NO,NO,NO,,SI,SI,NO,SI,ACCESSO TOTALE,A PAGAMENTO,FIERA -ULTIMA SETTIMANA DI LUGLIO - ROGO D'LA VECIA  O6 GENNAIO,5,3,3,3,,NO,NO,NO,,2019,2548,2040,1006,248,260,il palazzo è parzialmente in corso di restauro fino alla metà del 2021,(2019:2548)|(2018:5690)|(2017:3771)|(2016:3200)|(2015:2224),SI,SI,SI,NO,NO,NO,NO,,NO,NO,NO,NO,,11.1277282,45.0580179,"(45.0580179, 11.1277282)"
23,2435,BG,BERGAMO,MUSEO DELLE STORIE DI BERGAMO,Rocca - complesso,Via Rocca,,24129,035 221040,035219128,info@museodellestorie.bergamo.it,http://www.museodellestorie.bergamo.it,,Museo storico di Bergamo - Sezione Ottocento Mauro Gelfi.,Museo,Storia,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"da Ottobre a Maggio: da martedì a domenica dalledalle 9.30 alle 13.00 e dalle 14.30 alle 18.00;
da Giugno a Settembre: da martedì a venerdì dalle 10.00 alle 13.00 e dalle 14.30 alle 18.00;
                                   sabato e festivi dalle 10.00 alle 18.00
Chiuso il Lunedì non festivo, Natale e Capodanno.",Lunedì non festivo.,,SI,SI,SI,NO,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,SI,NO,SI,ACCESSO PARZIALE,A PAGAMENTO,,3,2,2,,,SI,SI,NO,"L'ingresso sino a 18 anni è gratuito. Gli studenti universitari pagano l'ingresso ridotto.
Il biglietto per ciascuno dei musei della rete del museo storico è 3€ (ridotto 2€) ad eccezione del Palazzo del Podestà il cui ingresso è 5€ (ridotto 3€)
I biglietti dei musei della fondazione sono inseriti nel circuito Abbonamento Musei Lombardia
La fidelizzazione del pubblico avviene anche l'emissione di tessere che prevedono l'ingresso gratuito o ridotto alle sedi ai Donatori e ai membri dell'Associazione Amici del Museo.",2019,152619,141154,,8127,3338,i dati over 60 non sono rilevabili,(2019:152619)|(2018:165197)|(2017:118949)|(2016:81914)|(2015:80451),NO,SI,SI,SI,SI,SI,SI,"Consulenza per tesine di maturità e tesi di laurea
Stage per studenti di istituti scolastici secondari di secondo grado e università",SI,NO,NO,SI,,9.6671905,45.7037821,"(45.7037821, 9.6671905)"
463,603,BS,CETO,"MUSEO DIDATTICO DELLA RISERVA NATURALE E INCISIONE RUPESTRI CETO, CIMBERGO E PASPARDO",Museo didattico,"Via Piana, 29",Nadro,25040,0364 433465,0364 433465,riservaincisioni.museo@arterupestre.it   oppure consorzioincisionirupestri@arterupestre.it,http://www.arterupestre.it,,"Telefono segreteria Ente Gestore:  0364 436129
Il patrimonio della Riserva Regionale dell'Incisioni Rupestri viene spiegato e illustrato all'interno del Museo.",Museo,Archeologia,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Orario invernale: 9,00-16,30
Orario estivo: 9,00-17,30
Aperto tutti i giorni escluso Natale e primo  giorno dell'anno ( o in caso di fort nevicate)",nessun giorno di chiusura,,SI,SI,SI,SI,SI,SI,SI,NO,Foresteria per l'accoglienza gratuita.,NO,NO,NO,NO,"Dal 2006 è attivo il Centro di Monitoraggio dell'Area in cui convergono dati riferiti alle Collezioni Archeologiche ed altri dati ambientali. I Gruppi di studio che operano (con cenvenzione e no) all'interno della Riserva, devono depositare una copia dei lori studi/ricerche ed i dati 8anche fotografici).",SI,SI,SI,SI,ACCESSO PARZIALE,A PAGAMENTO,,3,,,,,NO,SI,NO,Si è chiesta l'adesione al sistema Abbonamenti Museo Lombardia,2019,16796,14116,2815,2387,293,4.650 ing. Per manifestazioni e 6500 ingressi senza controllo nell'area archeoloogica,(2019:16796)|(2018:16920)|(2017:17361)|(2016:17300)|(2015:11000),SI,SI,SI,NO,SI,SI,NO,"Biblioteca, fototeca,archivio  si trovano presso il Centro camuno di Studi Preistorici (biblioteca specializzata con oltre 35.000 volumi). Presso il Museo è attiva una piccola biblioteca informativa.",SI,NO,NO,SI,Visita del Museo virtuale attraverso il sito internet della Riserva-Museo.,10.3529483,46.0120301,"(46.0120301, 10.3529483)"
81,2520,BS,MANERBA DEL GARDA,MUSEO CIVICO ARCHEOLOGICO DELLA VALTENESI,MUSEO CIVICO ARCHEOLOGICO DELLA VALTENESI,"via Rocca, 20",,25080,3396137247,0365550517,museodimanerba@libero.it,http://www.riservaroccamanerba.com,,,Raccolta Museale,Archeologia,ENTE PUBBLICO,SI,,,"Il Museo osserva i seguenti orari di apertura al pubblico:
- nel periodo da aprile a settembre aperto tutti i giorni, escluso il martedì, dalle 10.00 alle 18.00;
- nel periodo da ottobre a marzo luned' e martedì chiuso, da mercoledì a venerdì dalle 9.00 alle 13.00, sabato e domenica dalle 10.00 alle 17.00. Chiuso dal 22 gennaio al 4 febbraio 2018.","1 aprile - 30 settembre: lunedì, mercoledì, giovedì, venerdì, sabato e domenica ore 10.00-18.00; martedì: chiuso.

1 ottobre - 30 marzo: lunedì e martedì: chiuso; mercoledì, giovedì, venerdì: 9-13; sabato e domenica ore 10.00-17.00.
Chiuso: lunedì, martedì, 25 e 26 dicembre, l'ultima settimana di gennaio e la prima di febbraio.","lunedì e martedì nel periodo tra 1 ottobre e 30 marzo;
martedì nel periodo tra 1 aprile e 30 settembre.",,SI,SI,NO,NO,NO,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,,2019,6887,5986,3943,662,239,,(2019:6887)|(2018:7419)|(2017:7601)|(2016:9485)|(2015:9558),SI,SI,NO,NO,NO,NO,NO,Il museo è in fase di riorganizzazione della propria biblioteca specialistica e degli spazi destinati all'archivio dei materiali e della documentazione.,SI,SI,NO,NO,"Informazioni sul museo sono presenti sul sito web della Rete dei musei archeologici della Lombardia, della quale il museo di Manerba fa parte, e nello specifico sito www.riservaroccamanerba.com.",10.5694184,45.5565778,"(45.5565778, 10.5694184)"
1401,1522,LC,GALBIATE,MUSEO ETNOGRAFICO DELL'ALTA BRIANZA,Museo Etnografico Dell'Alta Brianza,Loc. Camporeso,,23851,0341542266,0341240216,meab@parcobarro.it,http://meab.parcobarro.it,,,Museo,Etnografica e Antropologica,ENTE PUBBLICO,SI,,,"MA-ME-VE-SA-DO: 9.00-12.30

 Sabato e Domenica 14.00-18.00","MA-ME-VE-SA-DO:9.00-12.30
SA-DO: 14.00-18.00",lunedì; giovedì,,SI,SI,SI,SI,NO,SI,NO,SI,,NO,NO,SI,NO,,SI,SI,NO,NO,ACCESSO TOTALE,A PAGAMENTO,,2,1,1,15,,SI,SI,SI,,2019,1412,906,,357,149,Il MEAB è stato chiuso per circa 4 mesi per l'inagibilità della strada di accesso a Camporeso.,(2019:1412)|(2018:2130)|(2017:2447)|(2016:2745)|(2015:2686),NO,SI,SI,NO,SI,SI,NO,,SI,SI,SI,NO,Vedi sito http://meab.parcobarro.it,9.3752939,45.8174172,"(45.8174172, 9.3752939)"
4199,4172,BS,BRESCIA,Museo della Mille Miglia Città di Brescia,Museo della Mille Miglia,viale della Bornata 123,,25135,303365631,,segreteria@museomillemiglia.it,http://www.museomillemiglia.it,,,Raccolta Museale,Specializzato,ASSOCIAZIONE RICONOSCIUTA,SI,,,,tutti i giorni dalle ore 10:00 alle ore 18:00,,,SI,SI,SI,NO,SI,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,,,ACCESSO TOTALE,A PAGAMENTO,,10,8,8,4,,NO,SI,NO,,2019,18138,9351,4000,260,4527,,(2019:18138),NO,NO,NO,NO,NO,NO,SI,archivio storico contenete circa 130.000 documenti riguardanti la Mille Miglia storica dal 1927 al 1957 completametne scansionato,NO,NO,NO,NO,,10.267267,45.524556,"(45.524556, 10.267267)"
2082,2440,BG,ARDESIO,MUSEO ETNOGRAFICO DELL' ALTA VALLE SERIANA (MeTA),Casa rurale,"Via T. Tasso, 2",,24020,0346 33035,0346 34280,meta@comune.ardesio.bg.it,http://www.viviardesio.it,,,Museo,Etnografica e Antropologica,ENTE PUBBLICO,SI,,,APERTURA IN CONCOMITANZA A VISITE GUIDATE DELLA SEDE PRINCIPALE DEL MUSEO,"APERTA E VISITABILE SU RICHIESTA NEI GIORNI DI APERTURA DEL MUSEO E SU PRENOTAZIONE
PERIODO ESTIVO (20/06 - 31/08), NATALIZIO E PASQUALE: 
DAL MARTEDI' AL SABATO: 10.00-12.00/ 16.00 - 18.00
DOMENICA: 10.00-12.00/ 14.00 - 18.00
chiuso il lunedì
PERIODO INVERNALE:
SABATO E DOMENICA: 10.00-12.00/ 16.00 - 18.00
NEL MESE DI SETTEMBRE IL MUSEO CHIUDE PER INVENTARIO E MANUTENZIONI.
Tutti gli altri giorni dell'anno solo su prenotazione.",LUNEDì,Dal 2017 è attiva una convenzione tra il Comune di Ardesio e l'Associazione 'VIVI ARDESIO'  per organizzare l'accoglienza dei visitatori e turisti e gestione delle loro visite.,SI,SI,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO PARZIALE,A PAGAMENTO,Ferragosto,2,1,1,1,0,NO,NO,NO,"Ingresso gratuito per portatori di handicap ed anziani, oltre il sessantacinquesimo anno di età.",2019,450,,,,,Dati stimati.,(2019:450)|(2018:500)|(2017:500)|(2016:850)|(2015:910),NO,SI,SI,SI,SI,NO,SI,Il museo organizza periodicamente incontri seminariali su temi etnografici e di storia del territorio.,NO,NO,NO,NO,Effettua un servizio di risposta all'utenza mediante posta elettronica tramite il sito istituzionale del Comune.,9.93229215,45.9387308,"(45.9387308, 9.93229215)"
1882,1943,BG,VERDELLO,MUSEO DEL TERRITORIO,Museo del Territorio,Viale XI febbraio,,24049,035.870234,035.870234,lafabbricasulviale@tiscali.it,http://www.comune.verdello.bg.it,,,Raccolta Museale,Etnografica e Antropologica,ENTE PUBBLICO,SI,,,,martedì e giovedì dalle 8.30 alle 11.30; sabato dalle 9.30-11.30 / 15.00-17.00,,,SI,SI,NO,NO,SI,NO,NO,SI,,NO,SI,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,,2019,2205,1105,,620,480,DATO STIMATO,(2019:2205)|(2018:2515)|(2017:2880)|(2016:3800)|(2015:3520),NO,SI,SI,SI,NO,SI,NO,,NO,NO,NO,NO,,9.6306437,45.6091422,"(45.6091422, 9.6306437)"
1966,2028,BG,BERGAMO,GALLERIA D'ARTE MODERNA E CONTEMPORANEA,Galleria D'Arte Moderna e Contemporanea,"Via San Tomaso, 53",,24121,035 270272,035 236962,,http://www.gamec.it,,,Museo,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"La Collezione Permanente è aperta tutti i giorni, ad eccezione del martedì, con questi orari: dalle 09.00 alle 13.00 e dalle 15.00 alle 18.00.
Le Mostre Temporanee, quando presenti, sono aperte tutti i giorni, ad eccezione del martedì, dalle 10.00 alle 19.00, il giovedì dalle 10.00 alle 22.00.","La Collezione Permanente è aperta tutti i giorni, ad eccezione del martedì, dalle 09.00 alle 13.00 e dalle 15.00 alle 18.00. da martedi a domenica dalle 10 alle 13 e dalle 15 alle 19. Lunedi giorno di chiusura
Le Mostre Temporanee, quando presenti, sono aperte tutti i giorni, ad eccezione del martedì, dalle 10.00 alle 19.00 (giovedì 10.00 - 22.00).",Martedì,,SI,SI,SI,SI,SI,SI,SI,SI,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,GRATUITO,,,,,,,NO,SI,NO,"L'ingresso è gratuito per le Collezioni Permanenti, aperte e accessibili tutto l'anno.
L'ingresso è a pagamento per le Mostre Temporaneeed a pagamento con tariffe variabili, che prevedono sempre agevolazioni per le famiglie e la gratuità per le scuole di ogni ordine e grado.",2019,103440,96372,7070,6070,998,"Il numero di visitatori delle categorie under 18, over 60 
è da considerare incluso nel conteggio visitatori singoli",(2019:103440)|(2018:61077)|(2017:45234)|(2016:54542)|(2015:67516),NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,9.6762593,45.7036928,"(45.7036928, 9.6762593)"
1001,1182,CR,CREMONA,MUSEO CIVICO ALA PONZONE,Museo Civico Ala Ponzone,"Via Ugolani Dati, 4",,26100,0372 407269,0372 407260,museo.alaponzone@comune.cremona.it,http://www.musei.comune.cremona.it,,,Museo,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"martedì-domenica 10,00-17,00",lunedì,,SI,NO,SI,SI,NO,SI,SI,NO,,NO,SI,NO,SI,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,7,5,,,,SI,NO,SI,E' previsto anche l'ingresso gratuito per particolari categorie di visitatori ed il biglietto ridotto riguarda anche gruppi organizzati e scuole.,2019,18795,17144,,1651,,I visitatori in gruppo organizzato non sono rilevati.,(2019:18795)|(2018:23217)|(2017:21692)|(2016:12434)|(2015:10537),SI,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,10.0215837,45.1379338,"(45.1379338, 10.0215837)"
521,663,BS,LONATO DEL GARDA,MUSEO CASA DEL PODESTA',Casa del Podestà,"Via Rocca, 2",,25017,030 913060,030 9130060,info@fondazioneugodacomo.it,http://www.fondazioneugodacomo.it,,,Museo,Casa-Museo,ENTE DI DIRITTO PRIVATO,SI,,,Il Museo è aperto al pubblico dal 1993. Dall'apertura di alcune sale si è passati oggi alla completa visitabilità degli ambienti.,"Dal LUNEDI' alla DOMENICA e festivi
dalle 10.00 alle 12.00 e dalle 14,30 alle 18,30

In orari particolari è previsto l'accesso attraverso appuntamento.",,,SI,SI,SI,SI,SI,SI,SI,NO,"I gruppi numerosi possono essere accolti nei giardini privati, nella Sala di Lettura non facente parte dell'edificio museale ma attigua e pertinenza del complesso museale. E' stata realizzata la caffetteria-ristorante presso la foresteria dell'edificio che ospita la casa-museo.",NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,Particolari occasioni.,6,3,3,3,,NO,SI,NO,"I biglietti del museo si vendono anche presso la biglietteria della Rocca visconteo veneta, di proprietà della Fondazione Ugo Da Como, visitabile con un biglietto cumulativo scontato. Il complesso monumentale infatti comprende la Casa del Podestà e la Rocca visconteo veneta con il Museo Ornitologico.
In forza di una Convenzione stipulata nel 2006 con il Comune di Lonato i cittadini residenti e tutti gli alunni di ogni ordine e grado iscritti alle scuole lonatesi, accedono al Museo con un particolare biglietto ridotto.",2019,14916,11716,4743,3000,200,n° visitatori in gruppo scolastico e n° visitatori in gruppo organizzato sono stimati; si specifica inoltre che il complesso monumentale della Fondazione comprende anche la Rocca visconteo veneta e se si sommano i visitatori anche della Rocca il totale complessivo sale a 33176. Sono esclusi da questi conteggi i visitatori che entrano in occasione degli eventi,(2019:14916)|(2018:)|(2017:14922)|(2016:14922)|(2015:12367),NO,SI,SI,SI,SI,SI,NO,,SI,SI,SI,SI,,10.4858111,45.4613211,"(45.4613211, 10.4858111)"
2244,2298,VA,BUSTO ARSIZIO,MUSEO DEL TESSILE E DELLA TRADIZIONE INDUSTRIALE,Museo del Tessile e della Tradizione Industr. ex Cotonificio Bustese,Via Alesandro Volta 6/8,,21052,0331 627983,,,,,"Nella sede non esiste collegamento fax ed internet che invece sono attivi rispettivamente presso l'Ufficio  musei dislocato in altra  sede.
E-mail museibusto@comune.bustoarsizio.va.it
Sito web www.comune.bustoarsizio.va.it",Museo,Specializzato,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"martedì-sabato 15.00-19.00
domenica 10.00-12.00, 16.00-19.00
chiuso il lunedì",lunedì,"il museo osserva circa 1 mese di chiusura estiva, tra fine luglio e fine agosto",SI,SI,NO,SI,SI,SI,SI,SI,"La Reception situata all'ingresso del Museo, funziona come punto informazioni, book-shop.

accanto ad essa è stata creata di recente un'area guardaroba dedicata in particolare alle scolaresche, con armadiettio per ricovero zaini",NO,NO,NO,NO,"Il 2.2.2002 è stata inaugurata la Sala delle Esperienze. Essa permette, ai non vedenti e ipovedenti oltre alla normale utenza, di comprendere il ciclo di lavorazione tessile, ovvero le fasi della filatura, tessitura e stampa. Dal marzo 2006 esiste un laboratorio didattico sulla tintoria filati e tessuti e sul colore nell'ambito di Progetto EST e dal marzo 2008 esiste  un laborayorio sulla fenomenologia e percezione colore",SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,,,,,2019,16000,12095,7100,2975,930,dati stimati riguardo ai visitatori singoli,(2019:16000)|(2018:15260)|(2017:14000)|(2016:15000)|(2015:21100),NO,SI,SI,SI,SI,NO,SI,"Presso il Museo è conservato l'archivio fotografico dello studio Paracchi, attivo a Busto Arsizio dal 1896 al 1982. Di esso è stato redatto il catalogo (1896 - 1970), consultabile dal pubblico su appuntamento.

le fotografie digitali dei materiali in collezione, contenute nel catalogo informatico del museo,presso gli uffici, sono consultabili dagli studiosi su richiesta.",SI,SI,NO,NO,"Sito Museo, con brevi cenni sulle collezioni ed elenco laboratori didattici proposti, oltre che rubrica con evidenziazione delle inizitiove culturali in corso.

Sul sito Comune Busto è inoltre possibile prenotare visite guidate e laboratori didattici.

Sul sito è pure consultabile  il catalogo completo della Biblioteca specialistica del museo.",8.8472505,45.6137617,"(45.6137617, 8.8472505)"
